"cell","arm","endpoint","delta","top_factor","R","sigma_ratio","truth","n","bias","bias_mcse","rmse","rmse_mcse","coverage","coverage_mcse","rel_bias","f_neg"
"d8.0_t0.8_R2.3_s8.1","B3","ErC50",8,0.8,2.3,8.09002951790214,3.33617149040127,500,-0.150138677509708,0.00949934757150432,0.259942661027778,0.0069388795423542,0.766,0.0189337793374698,-0.0450032853352061,0.00328571428571429
"d8.0_t0.8_R2.3_s8.1","E","NSEC",8,0.8,2.3,8.09002951790214,1.3,500,0.142620539455063,0.00949022675003128,0.255504903581499,0.0104820901910766,0.912,0.0126693330526907,0.109708107273126,0.00328571428571429
"d8.0_t0.8_R2.3_s8.1","A","ErC50",8,0.8,2.3,8.09002951790214,3.33617149040127,500,-0.128872049506417,0.00905414464193181,0.239822424321202,0.00663753232052723,0.778,0.0185858010319706,-0.0386287245356554,0.00328571428571429
"d8.0_t0.8_R2.3_s8.1","D","NSEC",8,0.8,2.3,8.09002951790214,1.3,500,0.192629118476978,0.0085069020835172,0.270586957245603,0.0093391527839778,0.83,0.016798809481627,0.148176244982291,0.00328571428571429
"d8.0_t0.8_R2.3_s8.1","B1","ErC50",8,0.8,2.3,8.09002951790214,3.33617149040127,500,-0.123116826009145,0.00890878987528799,0.234012082659295,0.00651398662966577,0.788,0.0182787308093314,-0.0369036263163848,0.00328571428571429
"d8.0_t0.8_R2.3_s8.1","F","NSEC",8,0.8,2.3,8.09002951790214,1.3,500,0.336645611438767,0.012695910049662,0.440184220030143,0.0150038945279277,0.704,0.0204148965219028,0.258958162645205,0.00328571428571429
"d8.0_t0.8_R2.3_s8.1","B1","ErC10",8,0.8,2.3,8.09002951790214,1.69802987177516,500,-0.0152974889553549,0.00751276801378394,0.168518287136969,0.00791255357003286,0.944,0.0102824121683582,-0.00900896339318376,0.00328571428571429
"d8.0_t0.8_R2.3_s8.1","F","ErC50",8,0.8,2.3,8.09002951790214,3.33617149040127,500,-0.240485574106693,0.0102355463651714,0.331830905192416,0.00830080809216034,0.566,0.0221650174825106,-0.072084296265528,0.00328571428571429
"d8.0_t0.8_R2.3_s8.1","C","ErC50",8,0.8,2.3,8.09002951790214,3.33617149040127,500,-0.126216468916385,0.0089727430939007,0.236865249079858,0.00658372278310788,0.784,0.0184034779321736,-0.0378327281075122,0.00328571428571429
"d8.0_t0.8_R2.3_s8.1","B2","NSEC",8,0.8,2.3,8.09002951790214,1.3,500,0.229065085711486,0.00943110005119425,0.311214864573743,0.0115398513741302,0.764,0.0189896814085966,0.176203912085759,0.00328571428571429
"d8.0_t0.8_R2.3_s8.1","E","ErC10",8,0.8,2.3,8.09002951790214,1.69802987177516,500,-0.0920499233265442,0.00821416759310351,0.205285144272475,0.00788405199490821,0.952,0.00955991631762538,-0.0542098374455057,0.00328571428571429
"d8.0_t0.8_R2.3_s8.1","A","NSEC",8,0.8,2.3,8.09002951790214,1.3,500,0.192629118476978,0.0085069020835172,0.270586957245603,0.0093391527839778,0.83,0.016798809481627,0.148176244982291,0.00328571428571429
"d8.0_t1.0_R2.3_s8.1","B1","NSEC",8,1,2.3,8.09002951790214,1.3,500,0.237345855328885,0.00972879874750196,0.321812318054217,0.00946960065202449,0.72,0.0200798406368178,0.182573734868373,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","A","ErC10",8,1,2.3,8.09002951790214,1.69802987177516,500,0.0792745946400099,0.00938274243102741,0.224085593609478,0.0114750573448569,0.904,0.0131745208641529,0.0466862191046937,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","F","ErC10",8,1,2.3,8.09002951790214,1.69802987177516,500,0.55338256392879,0.0256019402150721,0.795805550436593,0.0236017237103813,0.646,0.0213861637513604,0.325896836756041,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","C","ErC10",8,1,2.3,8.09002951790214,1.69802987177516,500,0.060220584073696,0.00916888128202642,0.213486866912605,0.00949275870230738,0.902,0.0132963152790538,0.0354649733050574,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","B3","ErC10",8,1,2.3,8.09002951790214,1.69802987177516,500,0.177517886501396,0.0104153989211435,0.292650622477579,0.0108684104499089,0.786,0.0183414285157945,0.104543441462438,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","B2","ErC10",8,1,2.3,8.09002951790214,1.69802987177516,500,0.235245987738362,0.0104246956219697,0.331012295653113,0.0114747633721504,0.752,0.0193130008025682,0.138540547282853,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","D","ErC10",8,1,2.3,8.09002951790214,1.69802987177516,500,0.0459475708579156,0.00894058006037101,0.204934699853097,0.0064739766829967,0.926,0.0117067501895274,0.0270593419006705,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","D","ErC50",8,1,2.3,8.09002951790214,3.33617149040127,500,-0.138162999305917,0.00726844577531954,0.213193189543189,0.00523959933869487,0.806,0.0176841171676734,-0.0414136382687267,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","E","NSEC",8,1,2.3,8.09002951790214,1.3,500,0.492382402424444,0.0111476779257214,0.551771257915759,0.0104812244104397,0.424,0.022100859711785,0.378755694172649,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","D","NSEC",8,1,2.3,8.09002951790214,1.3,500,0.254560722606001,0.00984911221251871,0.336461977301607,0.00934433683213065,0.716,0.0201665068864194,0.195815940466155,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","B3","NSEC",8,1,2.3,8.09002951790214,1.3,500,0.434492751301535,0.0112400258154005,0.501823378210583,0.0116797352026577,0.364,0.0215176206863119,0.334225193308873,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","B2","ErC50",8,1,2.3,8.09002951790214,3.33617149040127,500,-0.322703052639158,0.00677102738967038,0.35639138503414,0.00610586076479733,0.382,0.0217290588843604,-0.0967285565408222,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","A","ErC50",8,1,2.3,8.09002951790214,3.33617149040127,500,-0.183125692860481,0.00651666891898695,0.233935972675595,0.00551613359025514,0.682,0.0208267136149706,-0.0548909710988672,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","F","ErC50",8,1,2.3,8.09002951790214,3.33617149040127,500,-0.23730349388809,0.0123481096095288,0.363865878951345,0.00750936065465143,0.696,0.0205710476155202,-0.0711304843203813,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","C","NSEC",8,1,2.3,8.09002951790214,1.3,500,0.267004960935836,0.0100273536220672,0.348518308951879,0.0110387995128315,0.664,0.0211236360506424,0.205388431489105,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","B3","ErC50",8,1,2.3,8.09002951790214,3.33617149040127,500,-0.261935762523285,0.00664637168540312,0.301086860760044,0.00597235564561254,0.508,0.0223578174247846,-0.0785138783413618,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","B1","ErC10",8,1,2.3,8.09002951790214,1.69802987177516,500,0.0379570141849918,0.00879850573891053,0.200175355229915,0.00657828739788221,0.896,0.013651666564929,0.0223535609213463,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","B2","NSEC",8,1,2.3,8.09002951790214,1.3,500,0.512071177099227,0.0112962239842833,0.570869182817775,0.0118004718464954,0.292,0.0203340109176719,0.393900905460944,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","E","ErC50",8,1,2.3,8.09002951790214,3.33617149040127,500,-0.427667733286989,0.00663482427401689,0.45262138236635,0.00613271055496611,0.258,0.0195671152702691,-0.128191171981855,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","B1","ErC50",8,1,2.3,8.09002951790214,3.33617149040127,500,-0.133014799193434,0.00661188426784722,0.198765506506036,0.00548641378442258,0.804,0.017752971582245,-0.0398704921423076,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","F","NSEC",8,1,2.3,8.09002951790214,1.3,500,0.980339848195856,0.0246208514195141,1.12407882016652,0.0250593748174264,0.32,0.0208614476966485,0.754107575535274,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","A","NSEC",8,1,2.3,8.09002951790214,1.3,500,0.293841847890296,0.010195194175234,0.371766165381783,0.0122016367537983,0.62,0.0217071416819442,0.226032190684843,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","C","ErC50",8,1,2.3,8.09002951790214,3.33617149040127,500,-0.159784942103303,0.006524440001384,0.216270243148368,0.00548893556738855,0.73,0.0198544705293292,-0.0478947028241898,0.0352285714285714
"d8.0_t1.0_R2.3_s8.1","E","ErC10",8,1,2.3,8.09002951790214,1.69802987177516,500,0.196918133775434,0.010400836789146,0.304560793538682,0.00895632084936385,0.87,0.0150399468084166,0.115968592218918,0.0352285714285714
"d8.0_t2.0_R2.3_s8.1","B2","ErC50",8,2,2.3,8.09002951790214,3.33617149040127,500,-0.328957296661213,0.00589387242393378,0.354326165233824,0.00601891994727393,0.992,0.0039839678713564,-0.0986032335590899,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","D","ErC50",8,2,2.3,8.09002951790214,3.33617149040127,500,-0.0726153887194882,0.007565151033329,0.183933461467088,0.00626886239326428,0.836,0.0165592270351004,-0.0217660839463484,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","A","ErC10",8,2,2.3,8.09002951790214,1.69802987177516,500,0.181595785503475,0.00689285004135355,0.238086557321545,0.00767898958603136,0.86,0.0155177317930167,0.10694498873193,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","A","ErC50",8,2,2.3,8.09002951790214,3.33617149040127,500,-0.0439660154593749,0.00554784842473145,0.131497311626998,0.00437680202493163,0.93,0.0114105214604767,-0.0131785837706103,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","F","ErC10",8,2,2.3,8.09002951790214,1.69802987177516,500,0.173418004216288,0.0135483625747987,0.348811281765665,0.0190238339782983,0.906,0.0130509769749241,0.102128947846479,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","C","ErC10",8,2,2.3,8.09002951790214,1.69802987177516,500,0.0810222656409006,0.00663970435524045,0.169006978607864,0.00513112863634136,0.932,0.0112584190719657,0.0477154536487619,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","B1","ErC10",8,2,2.3,8.09002951790214,1.69802987177516,500,0.217824235937031,0.0108651251744913,0.326120866160349,0.0166573715795011,0.734,0.0197607692157972,0.128280567708337,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","B3","ErC10",8,2,2.3,8.09002951790214,1.69802987177516,500,0.270562131926171,0.0118438880740042,0.378420971805865,0.0176189034426444,0.618,0.0217290588843604,0.15933885288091,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","B2","ErC10",8,2,2.3,8.09002951790214,1.69802987177516,500,0.554827964788017,0.00858191128059563,0.587013647135731,0.00843372234467119,0.998,0.00199799899899875,0.326748059036198,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","D","ErC10",8,2,2.3,8.09002951790214,1.69802987177516,500,0.0929973245238549,0.00675137347549709,0.177181949497155,0.005319280503215,0.944,0.0102824121683582,0.0547677788651819,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","B3","ErC50",8,2,2.3,8.09002951790214,3.33617149040127,500,-0.25492859105745,0.00723162446047248,0.301802064795539,0.00618719667664689,0.496,0.0223599642217961,-0.0764135152497174,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","E","NSEC",8,2,2.3,8.09002951790214,1.3,500,0.366109458108018,0.0061606407755227,0.391120095627798,0.00585597871938908,0.51,0.0223562071917398,0.281622660083091,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","B1","NSEC",8,2,2.3,8.09002951790214,1.3,500,0.472927358647157,0.0118288475478926,0.541739035032835,0.0165763095487638,0.23,0.0188202019117755,0.363790275882429,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","B3","NSEC",8,2,2.3,8.09002951790214,1.3,500,0.540877813688202,0.0127114065254587,0.610882277867029,0.017546431921946,0.094,0.0130509769749241,0.416059856683232,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","C","ErC50",8,2,2.3,8.09002951790214,3.33617149040127,500,-0.052077846897471,0.00699097899395635,0.164621146871087,0.00521505466179327,0.85,0.0159687194226713,-0.0156100629261139,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","B2","NSEC",8,2,2.3,8.09002951790214,1.3,500,1.03502642004527,0.00960345000679726,1.05702440367109,0.00984693238773766,0.026,0.00711674082709213,0.796174169265596,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","D","NSEC",8,2,2.3,8.09002951790214,1.3,500,0.295221827835641,0.00753851514257802,0.339873069979811,0.00724526464417382,0.634,0.0215427017804174,0.227093713719724,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","C","NSEC",8,2,2.3,8.09002951790214,1.3,500,0.272947475140704,0.0072579173812198,0.31746862707562,0.00678579900215173,0.644,0.0214132669156297,0.20995959626208,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","E","ErC10",8,2,2.3,8.09002951790214,1.69802987177516,500,0.0862323037190274,0.00585300133412641,0.15662236394818,0.00490764738012173,0.98,0.00626099033699941,0.050783737761267,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","A","NSEC",8,2,2.3,8.09002951790214,1.3,500,0.405294842979017,0.00737380243740776,0.437488306101958,0.00785534984554714,0.316,0.020791536739741,0.311765263830013,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","F","ErC50",8,2,2.3,8.09002951790214,3.33617149040127,500,-0.445699521192404,0.00918105156154072,0.490621672341528,0.00754614469029609,0.586,0.0220274374360705,-0.133596106337686,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","E","ErC50",8,2,2.3,8.09002951790214,3.33617149040127,500,-0.329078204717878,0.00652260606786801,0.359891810671929,0.00598958385041853,0.476,0.0223349054173059,-0.0986394751183182,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","B1","ErC50",8,2,2.3,8.09002951790214,3.33617149040127,500,-0.211434665582454,0.00738174336208505,0.268132793978551,0.0063031612522379,0.62,0.0217071416819442,-0.0633764379891106,0.151057142857143
"d8.0_t2.0_R2.3_s8.1","F","NSEC",8,2,2.3,8.09002951790214,1.3,500,0.678345768078487,0.0138982544797013,0.746016459861094,0.0176961113725846,0.212,0.0182787308093314,0.521804436983452,0.151057142857143
