"dataset","arm","endpoint","estimate.manec","lower.manec","upper.manec","estimate.nec4","lower.nec4","upper.nec4","ratio","nec4_inside_manec"
"c_proliferum","C2","ErC50",6.56723823823824,6.04674374374374,7.06771371371371,6.5272002002002,6.04674374374374,7.02767567567568,1.0061340294169,TRUE
"c_proliferum","C2","NSEC",1.91165376041576,0.692455666639063,2.78351972003628,1.98527349193263,1.19076844269049,2.85070845169733,0.962917083305634,TRUE
"c_proliferum","D","ErC10",2.53803003003003,1.94255355355355,3.29363463463463,2.53803003003003,1.97257757757758,3.28362662662663,1,TRUE
"c_proliferum","D","ErC50",5,5,5,5,5,5,1,TRUE
"c_proliferum","D","NSEC",1.46531738052861,0.694677986153275,2.48848940675465,1.48655813697028,0.815737642810645,2.50868902387675,0.985711452573957,TRUE
"c_proliferum","SQ","ErC10",3.20404304304304,2.5233963963964,4.04484184184184,2.96381481481481,2.54341541541542,3.60442342342342,1.08105372408135,TRUE
"c_proliferum","SQ","ErC50",5.6864014014014,4.9456976976977,6.34702902902903,5.40613513513513,4.78554554554555,6.1068008008008,1.05184226055409,TRUE
"c_proliferum","SQ","NSEC",2.68456650290974,1.66328877554824,3.61274459121777,2.68427672247671,2.20178962880316,3.46216138944238,1.00010795475392,TRUE
"c_proliferum2","A","ErC10",155.23963963964,121.209009009009,241.317117117117,262.336036036036,247.322522522523,277.34954954955,0.591758730463989,FALSE
"c_proliferum2","A","ErC50",369.432432432432,355.41981981982,381.443243243243,359.423423423423,347.412612612613,370.433333333333,1.02784740324845,TRUE
"c_proliferum2","A","NSEC",66.791050603642,21.6734430621213,226.435790126243,246.681114647102,231.883983596708,263.018478449675,0.270758670355419,FALSE
"c_proliferum2","B1","ErC10",188.269369369369,156.240540540541,220.298198198198,235.311711711712,206.285585585586,253.327927927928,0.800084993644617,FALSE
"c_proliferum2","B1","ErC50",357.421621621622,343.409009009009,369.432432432432,341.407207207207,327.394594594595,354.418918918919,1.0469070777545,FALSE
"c_proliferum2","B1","NSEC",88.4526909039297,32.008117012556,169.605203027621,219.901458663439,189.650009581551,242.217424016964,0.402237854362336,FALSE
"c_proliferum2","B2","ErC10",239.315315315315,70.1630630630631,396.456756756757,255.32972972973,0.1,401.461261261261,0.937279476105793,TRUE
"c_proliferum2","B2","ErC50",349.414414414414,255.32972972973,432.489189189189,342.408108108108,0.1,429.486486486487,1.02046185864294,TRUE
"c_proliferum2","B2","NSEC",269.836317740874,138.113879326854,406.242694138257,320.736659171657,211.437331522936,457.724899876241,0.841301765871605,TRUE
"c_proliferum2","B3","ErC10",187.268468468468,157.241441441441,221.299099099099,241.317117117117,213.291891891892,256.330630630631,0.776026461386832,FALSE
"c_proliferum2","B3","ErC50",357.421621621622,342.408108108108,369.432432432432,339.405405405405,326.393693693694,351.416216216216,1.05308170090779,FALSE
"c_proliferum2","B3","NSEC",85.7052072566192,29.653103598032,171.03877003893,227.806205847864,198.423808228144,245.529275359431,0.376219809015457,FALSE
"c_proliferum2","C","ErC10",207.286486486486,157.241441441441,225.302702702703,213.291891891892,197.277477477477,229.306306306306,0.971844192706351,TRUE
"c_proliferum2","C","ErC50",356.420720720721,344.40990990991,370.433333333333,352.417117117117,341.407207207207,363.427027027027,1.01136041187884,TRUE
"c_proliferum2","C","NSEC",178.291403500286,49.4125659263151,201.980783278373,188.129683010903,171.080602700443,207.905744430833,0.947704799406658,TRUE
"c_proliferum2","C2","ErC10",207.286486486486,158.242342342342,225.302702702703,212.290990990991,197.277477477477,229.306306306306,0.976426204045949,TRUE
"c_proliferum2","C2","ErC50",356.420720720721,344.40990990991,370.433333333333,352.417117117117,341.407207207207,363.427027027027,1.01136041187884,TRUE
"c_proliferum2","C2","NSEC",178.543257273601,49.2569787431767,201.741352129953,187.745777431011,170.923370726112,207.305560719662,0.950984143114529,TRUE
"c_proliferum2","D","ErC10",206.897597597598,161.072174674675,224.971371371371,211.100800800801,194.287987987988,228.333933933934,0.980089117676208,TRUE
"c_proliferum2","D","ErC50",356.531631631632,342.661061061061,369.561561561562,353.589389389389,340.97977977978,367.03963963964,1.00832107051437,TRUE
"c_proliferum2","D","NSEC",178.349738775198,59.4569861902845,201.169652412576,186.715702016765,166.851572480057,208.372180578472,0.955194109808634,TRUE
"c_proliferum2","SQ","ErC10",210.289189189189,186.267567567568,236.312612612613,219.297297297297,196.276576576577,263.336936936937,0.958922849396106,TRUE
"c_proliferum2","SQ","ErC50",354.418918918919,329.396396396396,377.43963963964,326.393693693694,301.371171171171,351.416216216216,1.08586325583706,FALSE
"c_proliferum2","SQ","NSEC",106.854334162627,45.3106296445704,173.02073215912,204.499412673514,179.662415379037,255.229786594746,0.522516582153815,FALSE
"r_salina","A","ErC10",4.88564064064064,4.54531731731732,4.92567867867868,4.88564064064064,4.86562162162162,4.92567867867868,1,TRUE
"r_salina","A","ErC50",5.02577377377377,5.00575475475476,5.04579279279279,5.02577377377377,5.00575475475476,5.02577377377377,1,TRUE
"r_salina","A","NSEC",4.83446204774161,3.94767673873994,4.90908531715651,4.86715223648772,4.83197698456281,4.93030703642906,0.993283508064317,TRUE
"r_salina","B1","ErC10",4.50527927927928,3.64446146146146,4.92567867867868,4.72548848848849,4.56533633633634,4.9456976976977,0.953399694074877,TRUE
"r_salina","B1","ErC50",5.08583083083083,5.00575475475476,5.18592592592593,5.06581181181181,5.00575475475476,5.10584984984985,1.00395178892598,TRUE
"r_salina","B1","NSEC",4.07448095375474,1.81319884684626,4.90640091448328,4.67042363252151,4.49110358161811,4.9287131936072,0.872400723005714,TRUE
"r_salina","B2","ErC10",0.501475475475475,0.261247247247247,1.30223623623624,0.941893893893894,0.001,1.72263563563564,0.532411855227471,TRUE
"r_salina","B2","ErC50",2.38326326326326,1.14158360860861,3.74455655655656,2.16305405405405,1.06200800800801,3.38421421421421,1.10180476479378,TRUE
"r_salina","B2","NSEC",1.05743638236462,0.306470550899605,2.01241932361413,1.26514751102168,0.649813381306804,2.19450293980711,0.835820624197947,TRUE
"r_salina","B3","ErC10",4.44522222222222,3.6844994994995,4.92567867867868,4.74550750750751,4.60537437437437,4.92567867867868,0.936722197823893,TRUE
"r_salina","B3","ErC50",5.08583083083083,5.00575475475476,5.18592592592593,5.06581181181181,5.02577377377377,5.10584984984985,1.00395178892598,TRUE
"r_salina","B3","NSEC",3.87404681096791,1.87210223766205,4.89334424414711,4.68842147222613,4.51432138654689,4.92676109083715,0.82630088483245,TRUE
"r_salina","C","ErC10",4.70546946946947,4.36514614614615,4.9456976976977,4.76552652652653,4.64541241241241,4.9456976976977,0.987397603030271,TRUE
"r_salina","C","ErC50",5.04579279279279,5.00575475475476,5.08583083083083,5.04579279279279,5.00575475475476,5.08583083083083,1,TRUE
"r_salina","C","NSEC",4.59320204636188,3.59762185422587,4.91373084427865,4.71288551755256,4.564111235691,4.94998684824118,0.974605054431105,TRUE
"r_salina","C2","ErC10",0.441418418418418,0.381361361361361,0.501475475475475,4.88564064064064,0.001,4.98573573573574,0.090350160989437,FALSE
"r_salina","C2","ErC50",2.18307307307307,1.92282582582583,2.50337737737738,5.02577377377377,5.00575475475476,5.04579279279279,0.434375515361456,FALSE
"r_salina","C2","NSEC",0.40296201280783,0.100790706593923,0.805779081756419,4.85368986070733,4.7671136002254,4.97329090849553,0.0830217884479966,FALSE
"r_salina","D","ErC10",2.81325025025025,2.64311411411411,2.96837437437437,2.80324224224224,2.63310610610611,2.93835035035035,1.00357015453649,TRUE
"r_salina","D","ErC50",5,5,5,5,5,5,1,TRUE
"r_salina","D","NSEC",2.24437930889826,1.83077708551075,2.43984543638343,2.26933358755813,2.07166785616532,2.44574462890323,0.989003697474587,TRUE
"r_salina","SQ","ErC10",3.60442342342342,3.2641001001001,4.62539339339339,4.62539339339339,4.28507007007007,4.88564064064064,0.779268511208526,TRUE
"r_salina","SQ","ErC50",5.08583083083083,4.92567867867868,5.24598298298298,5.06581181181181,4.9456976976977,5.18592592592593,1.00395178892598,TRUE
"r_salina","SQ","NSEC",1.65212401734448,0.800307115921641,4.55567932809466,4.53634430568844,4.16922746406822,4.88685833901998,0.364197227109231,TRUE
"r_salina2","A","ErC10",49.0585585585586,26.0357657657658,68.1024121621618,51.0605405405405,36.0456756756757,69.0783783783784,0.960791993958772,TRUE
"r_salina2","A","ErC50",134.142792792793,121.12990990991,150.158648648649,134.142792792793,121.12990990991,149.157657657658,1,TRUE
"r_salina2","A","NSEC",45.685455023122,11.8301859750313,66.1364891411827,47.7235102902257,32.3140118865522,66.3176395830621,0.957294523082869,TRUE
"r_salina2","B1","ErC10",75.0843243243243,59.0684684684685,90.0991891891892,87.0962162162162,81.0902702702703,92.1011711711712,0.862084802144878,TRUE
"r_salina2","B1","ErC50",109.118018018018,105.114054054054,116.124954954955,108.117027027027,104.113063063063,111.12,1.00925840284843,TRUE
"r_salina2","B1","NSEC",61.1513000558534,24.5124594860733,88.8302381229288,84.4992990578232,77.4677019393774,89.9051985090134,0.723690027464102,TRUE
"r_salina2","B2","ErC10",85.0942342342342,19.0288288288288,137.145765765766,0.01,0.01,135.143783783784,8509.42342342342,FALSE
"r_salina2","B2","ErC50",116.124954954955,78.0872972972973,170.228518018018,113.121981981982,0.01,152.160630630631,1.02654632565978,TRUE
"r_salina2","B2","NSEC",98.9294658633491,43.8414357073665,148.06616372238,117.230400019678,75.6530252196199,168.294551600352,0.843889177608735,TRUE
"r_salina2","B3","ErC10",76.0853153153153,59.0684684684685,90.0991891891892,87.0962162162162,81.0902702702703,91.1001801801802,0.873577735299472,TRUE
"r_salina2","B3","ErC50",109.118018018018,105.114054054054,116.124954954955,108.117027027027,104.113063063063,111.12,1.00925840284843,TRUE
"r_salina2","B3","NSEC",60.9235150150258,25.1155904151308,88.4239607301236,84.5305931958752,77.8074201217663,89.6859293454171,0.720727404264787,TRUE
"r_salina2","C","ErC10",65.0744144144144,51.0605405405405,75.0843243243243,65.0744144144144,56.0654954954955,75.0843243243243,1,TRUE
"r_salina2","C","ErC50",117.125945945946,109.118018018018,124.132882882883,117.125945945946,110.119009009009,124.132882882883,1,TRUE
"r_salina2","C","NSEC",58.3477771998702,44.7343152552944,69.5086482242711,58.6491683191372,49.0779564524646,69.5146107706226,0.99486111861592,TRUE
"r_salina2","C2","ErC10",65.0744144144144,54.0635135135135,75.0843243243243,65.0744144144144,56.0654954954955,75.0843243243243,1,TRUE
"r_salina2","C2","ErC50",117.125945945946,110.119009009009,124.132882882883,117.125945945946,110.119009009009,124.132882882883,1,TRUE
"r_salina2","C2","NSEC",58.5158029850258,47.5833445406168,69.9309275946233,58.5748117111775,48.9386933126998,69.8883576313232,0.998992592132559,TRUE
"r_salina2","D","ErC10",75.8820820820821,58.0651551551552,91.8972972972973,87.2929229229229,74.0803703703704,93.699009009009,0.869281031511383,TRUE
"r_salina2","D","ErC50",109.313843843844,103.308138138138,117.121261261261,107.712322322322,103.107947947948,113.317647647648,1.01486850795705,TRUE
"r_salina2","D","NSEC",63.3076831268787,31.9661021755279,90.3253655535112,84.6878795566382,70.0391450335747,92.926727063231,0.747541247440719,TRUE
"r_salina2","SQ","ErC10",82.0912612612613,70.0793693693694,93.1021621621622,88.0972072072072,78.0872972972973,94.1031531531532,0.93182592120293,TRUE
"r_salina2","SQ","ErC50",110.119009009009,103.112072072072,119.127927927928,108.117027027027,102.111081081081,113.121981981982,1.01851680569686,TRUE
"r_salina2","SQ","NSEC",68.7124976540615,38.8129018307007,91.4027553908028,85.4255240814603,74.410178756386,92.3723233064776,0.804355588015339,TRUE
